"test5","test1","test2","test1","1"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Massachusetts","Male","4.0375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Michigan","Black or African American","3.65"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Michigan","White","2.4"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Michigan","Not Hispanic or Latino","2.5625"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Michigan","Black or African American, not Hispanic/Latino","3.6624999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Michigan","White, not Hispanic or Latino","2.4"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Michigan","Female","1.5375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Michigan","Male","3.8000000000000003"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Minnesota","White","2.2"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Minnesota","Not Hispanic or Latino","2.2125"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Minnesota","White, not Hispanic or Latino","2.1875"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Minnesota","Female","1.3875"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Minnesota","Male","3.2875000000000005"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Mississippi","Black or African American","4.824999999999999"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Mississippi","White","3.1375000000000006"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Mississippi","Not Hispanic or Latino","3.6625"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Mississippi","Black or African American, not Hispanic/Latino","4.8374999999999995"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Mississippi","White, not Hispanic or Latino","3.1625"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Mississippi","Female","1.7000000000000004"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Mississippi","Male","6.075"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Missouri","Black or African American","4.3"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Missouri","White","2.325"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Missouri","Not Hispanic or Latino","2.45"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Missouri","Black or African American, not Hispanic/Latino","4.366666666666667"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Missouri","White, not Hispanic or Latino","2.3375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Missouri","Female","1.4875"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Missouri","Male","3.525"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Montana","White","2.3600000000000003"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Montana","Not Hispanic or Latino","2.371428571428571"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Montana","White, not Hispanic or Latino","2.38"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nebraska","White","2.05"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nebraska","Not Hispanic or Latino","2.075"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nebraska","White, not Hispanic or Latino","2.0375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nebraska","Male","3"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nevada","White","2.8625"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nevada","Not Hispanic or Latino","2.975"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nevada","White, not Hispanic or Latino","3.05"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nevada","Female","2.05"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Nevada","Male","3.9249999999999994"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Hampshire","White","2.95"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Hampshire","Not Hispanic or Latino","2.8375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Hampshire","White, not Hispanic or Latino","2.8625000000000003"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Hampshire","Female","2.9"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Hampshire","Male","4.371428571428572"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Jersey","Black or African American","4.225"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Jersey","White","2.25"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Jersey","Not Hispanic or Latino","2.4999999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Jersey","Black or African American, not Hispanic/Latino","4.3375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Jersey","White, not Hispanic or Latino","2.3125"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Jersey","Female","1.4250000000000003"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Jersey","Male","3.7375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Mexico","White","1.9625000000000001"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Mexico","Not Hispanic or Latino","2.157142857142857"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Mexico","White, not Hispanic or Latino","2.1857142857142855"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New Mexico","Male","3.0999999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","Asian or Pacific Islander","2.783333333333333"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","Black or African American","3.0625000000000004"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","White","2.225"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","Hispanic or Latino","2.15"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","Not Hispanic or Latino","2.3750000000000004"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","Black or African American, not Hispanic/Latino","3.2875000000000005"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","White, not Hispanic or Latino","2.2125"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","Female","1.3499999999999999"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","New York","Male","3.6624999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Carolina","Black or African American","3.8875000000000006"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Carolina","White","2.525"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Carolina","Not Hispanic or Latino","2.8125"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Carolina","Black or African American, not Hispanic/Latino","3.900000000000001"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Carolina","White, not Hispanic or Latino","2.5500000000000003"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Carolina","Female","1.7375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Carolina","Male","4.0125"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Dakota","White","3.3333333333333335"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Dakota","Not Hispanic or Latino","3.5"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","North Dakota","White, not Hispanic or Latino","3.5999999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Ohio","Black or African American","3.6624999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Ohio","White","2.525"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Ohio","Not Hispanic or Latino","2.6249999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Ohio","Black or African American, not Hispanic/Latino","3.6624999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Ohio","White, not Hispanic or Latino","2.5374999999999996"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Ohio","Female","1.4125"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Ohio","Male","4.1125"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oklahoma","White","2.5749999999999997"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oklahoma","Not Hispanic or Latino","2.6374999999999997"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oklahoma","White, not Hispanic or Latino","2.6125000000000003"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oklahoma","Female","1.5999999999999999"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oklahoma","Male","3.9375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oregon","White","2.6875"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oregon","Not Hispanic or Latino","2.725"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oregon","White, not Hispanic or Latino","2.75"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oregon","Female","1.725"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Oregon","Male","3.8375"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Pennsylvania","Black or African American","3.5625"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Pennsylvania","White","2.2500000000000004"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Pennsylvania","Not Hispanic or Latino","2.3625"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Pennsylvania","Black or African American, not Hispanic/Latino","3.625"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Pennsylvania","White, not Hispanic or Latino","2.2500000000000004"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Pennsylvania","Female","1.2874999999999999"
"Cancer","3-6 Oropharyngeal cancer deaths (age adjusted per 100,000 standard population)","Pennsylvania","Male","3.7125"
